Order Date,Region,State,Segment,Category,Sub-Category,Quantity,Sales,Profit,Discount
2023-12-23,East,Virginia,Consumer,Office Supplies,Art,1,26.62,5.63,0.3
2023-12-23,West,Oregon,Corporate,Furniture,Bookcases,5,1351.86,-302.77,0.0
2023-12-23,East,New Jersey,Home Office,Office Supplies,Storage,7,316.85,33.13,0.0
2023-12-24,South,North Carolina,Corporate,Office Supplies,Envelopes,3,140.88,20.75,0.0
2023-12-24,Central,Texas,Consumer,Office Supplies,Envelopes,7,221.49,18.87,0.1
2023-12-24,Central,Texas,Consumer,Office Supplies,Paper,4,112.23,29.52,0.1
2023-12-25,West,Nevada,Corporate,Furniture,Furnishings,6,2013.91,309.37,0.0
2023-12-25,East,Massachusetts,Consumer,Office Supplies,Art,3,108.26,20.51,0.1
2023-12-25,South,Alabama,Home Office,Office Supplies,Labels,4,115.67,37.07,0.0
2023-12-26,Central,Michigan,Consumer,Office Supplies,Supplies,5,225.67,26.85,0.0
2023-12-26,Central,Michigan,Consumer,Furniture,Tables,7,1449.99,-358.17,0.0
2023-12-27,East,Virginia,Consumer,Office Supplies,Paper,2,84.83,21.15,0.0
2023-12-27,South,Tennessee,Consumer,Furniture,Tables,5,1656.2,-89.15,0.1
2023-12-27,Central,Illinois,Consumer,Technology,Machines,1,477.92,4.26,0.0
2023-12-27,West,Washington,Home Office,Office Supplies,Labels,5,135.26,23.79,0.0
2023-12-27,East,New Jersey,Consumer,Furniture,Furnishings,5,1426.6,200.25,0.0
2023-12-28,West,California,Consumer,Office Supplies,Paper,4,176.24,49.81,0.0
2023-12-28,East,Massachusetts,Corporate,Technology,Accessories,3,1552.28,147.98,0.0
2023-12-29,South,Florida,Consumer,Office Supplies,Paper,5,142.08,27.26,0.15
2023-12-29,South,Florida,Corporate,Office Supplies,Paper,7,291.84,16.04,0.0
2023-12-29,South,Tennessee,Home Office,Furniture,Furnishings,6,1119.19,112.05,0.4
2023-12-29,East,New Jersey,Corporate,Furniture,Chairs,7,1957.29,313.67,0.15
2023-12-30,East,Virginia,Corporate,Furniture,Chairs,2,567.19,136.98,0.1
2023-12-30,West,Washington,Consumer,Furniture,Furnishings,7,1262.64,266.66,0.3
2023-12-30,South,North Carolina,Consumer,Technology,Machines,2,951.2,68.19,0.0
2023-12-30,West,California,Consumer,Office Supplies,Labels,1,36.5,6.61,0.0
2023-12-30,Central,Michigan,Consumer,Office Supplies,Labels,4,137.09,44.8,0.0
2023-12-30,East,New Jersey,Corporate,Office Supplies,Labels,3,111.81,33.18,0.0
2023-12-30,East,Virginia,Consumer,Office Supplies,Paper,2,95.87,25.08,0.0
2023-12-30,East,Virginia,Home Office,Furniture,Chairs,7,1587.7,346.89,0.15
2023-12-31,West,California,Consumer,Office Supplies,Supplies,5,229.42,19.87,0.4
2023-12-31,East,Massachusetts,Consumer,Office Supplies,Storage,7,292.07,84.73,0.0
2023-12-31,West,Nevada,Corporate,Furniture,Bookcases,1,329.06,-58.9,0.3
2024-01-01,West,California,Consumer,Furniture,Chairs,2,366.26,35.73,0.0
2024-01-01,Central,Illinois,Corporate,Office Supplies,Supplies,1,32.12,4.69,0.0
2024-01-01,West,California,Consumer,Technology,Phones,4,1511.67,426.89,0.1
2024-01-01,Central,Texas,Corporate,Office Supplies,Envelopes,4,132.06,23.85,0.0
2024-01-02,West,Arizona,Corporate,Office Supplies,Labels,2,71.18,21.4,0.4
2024-01-02,East,New Jersey,Home Office,Furniture,Tables,1,308.2,-62.25,0.0
2024-01-02,Central,Illinois,Consumer,Technology,Machines,6,3181.54,-55.83,0.1
2024-01-03,South,Alabama,Consumer,Technology,Phones,5,2046.32,228.05,0.0
2024-01-03,South,Florida,Consumer,Furniture,Bookcases,1,322.11,-34.83,0.0
2024-01-03,East,Virginia,Consumer,Office Supplies,Labels,7,332.57,86.2,0.0
2024-01-04,East,Pennsylvania,Corporate,Office Supplies,Storage,2,97.89,33.53,0.4
2024-01-04,South,North Carolina,Corporate,Office Supplies,Art,1,30.08,5.73,0.2
2024-01-05,Central,Ohio,Corporate,Technology,Accessories,5,2483.91,575.7,0.0
2024-01-05,West,California,Consumer,Furniture,Furnishings,5,1573.4,141.23,0.4
2024-01-06,West,Arizona,Home Office,Technology,Accessories,7,2484.42,530.09,0.2
2024-01-06,South,Alabama,Consumer,Office Supplies,Storage,3,120.12,33.92,0.0
2024-01-06,East,Massachusetts,Consumer,Furniture,Furnishings,3,554.36,51.36,0.0
2024-01-06,East,New York,Consumer,Office Supplies,Labels,6,267.61,74.4,0.0
2024-01-06,West,Nevada,Home Office,Technology,Machines,7,3205.41,23.9,0.0
2024-01-06,East,Pennsylvania,Consumer,Office Supplies,Supplies,7,294.71,61.0,0.0
2024-01-06,West,California,Corporate,Office Supplies,Art,7,302.69,61.13,0.2
2024-01-06,South,Georgia,Consumer,Technology,Machines,2,1070.92,-104.24,0.1
2024-01-07,West,Washington,Consumer,Office Supplies,Supplies,7,249.56,51.59,0.1
2024-01-07,South,Florida,Home Office,Office Supplies,Paper,4,161.51,19.97,0.15
2024-01-08,West,Washington,Consumer,Technology,Copiers,2,983.12,120.67,0.0
2024-01-08,West,Washington,Consumer,Technology,Machines,6,2996.01,-185.53,0.0
2024-01-08,Central,Wisconsin,Consumer,Office Supplies,Envelopes,1,48.31,15.0,0.1
2024-01-08,East,New York,Corporate,Office Supplies,Art,3,75.93,3.82,0.0
2024-01-10,East,Virginia,Consumer,Technology,Copiers,6,1768.97,404.21,0.0
2024-01-10,Central,Texas,Home Office,Office Supplies,Binders,6,279.54,62.66,0.0
2024-01-10,West,Arizona,Consumer,Furniture,Furnishings,3,973.84,122.51,0.0
2024-01-10,South,Florida,Consumer,Technology,Machines,3,1554.57,148.42,0.1
2024-01-11,West,Oregon,Home Office,Technology,Accessories,5,2344.85,285.41,0.15
2024-01-11,East,Pennsylvania,Home Office,Office Supplies,Supplies,4,138.96,47.28,0.0
2024-01-11,West,Arizona,Consumer,Furniture,Furnishings,7,1345.76,402.11,0.15
2024-01-12,West,Oregon,Corporate,Office Supplies,Art,5,161.28,24.21,0.2
2024-01-12,Central,Ohio,Consumer,Office Supplies,Envelopes,2,66.43,9.74,0.1
2024-01-12,East,New Jersey,Corporate,Technology,Accessories,4,1602.9,105.32,0.4
2024-01-12,South,Tennessee,Consumer,Office Supplies,Labels,3,104.89,30.98,0.2
2024-01-13,Central,Ohio,Consumer,Technology,Copiers,3,995.79,187.84,0.0
2024-01-13,West,California,Home Office,Furniture,Bookcases,6,1873.87,-101.47,0.0
2024-01-14,East,Pennsylvania,Corporate,Office Supplies,Binders,6,267.7,48.36,0.0
2024-01-14,East,Virginia,Consumer,Technology,Copiers,2,583.01,97.27,0.1
2024-01-14,Central,Texas,Home Office,Office Supplies,Envelopes,1,35.24,12.29,0.0
2024-01-14,Central,Texas,Home Office,Office Supplies,Binders,1,30.17,3.79,0.0
2024-01-15,West,Nevada,Corporate,Technology,Phones,2,771.12,251.81,0.0
2024-01-15,West,Arizona,Corporate,Furniture,Bookcases,6,1741.0,-245.05,0.15
2024-01-15,Central,Ohio,Consumer,Office Supplies,Storage,3,124.21,18.68,0.1
2024-01-15,South,Tennessee,Consumer,Office Supplies,Art,3,138.72,7.39,0.2
2024-01-16,East,Massachusetts,Consumer,Office Supplies,Storage,1,26.08,2.73,0.0
2024-01-16,Central,Michigan,Consumer,Office Supplies,Envelopes,5,155.18,32.7,0.2
2024-01-16,East,New Jersey,Consumer,Technology,Copiers,5,1508.48,343.9,0.0
2024-01-16,East,Pennsylvania,Corporate,Office Supplies,Binders,4,195.68,35.29,0.0
2024-01-16,Central,Ohio,Consumer,Office Supplies,Art,6,188.55,47.52,0.0
2024-01-16,Central,Ohio,Consumer,Technology,Phones,4,2189.2,505.87,0.3
2024-01-16,Central,Ohio,Consumer,Office Supplies,Art,6,209.4,62.86,0.0
2024-01-17,West,Arizona,Corporate,Office Supplies,Paper,1,40.34,12.59,0.0
2024-01-17,East,New Jersey,Corporate,Furniture,Bookcases,7,1517.2,-169.01,0.0
2024-01-17,West,Oregon,Consumer,Technology,Phones,6,2388.97,310.16,0.0
2024-01-17,East,New York,Corporate,Furniture,Tables,1,215.06,-44.8,0.0
2024-01-17,South,Florida,Corporate,Technology,Phones,3,916.41,259.37,0.0
2024-01-18,West,Washington,Home Office,Technology,Copiers,1,365.8,60.29,0.0
2024-01-18,East,Virginia,Corporate,Furniture,Chairs,4,864.53,258.67,0.0
2024-01-18,South,Florida,Consumer,Furniture,Tables,3,840.59,-197.33,0.2
2024-01-18,Central,Illinois,Corporate,Furniture,Chairs,1,330.45,96.77,0.15
2024-01-19,East,New York,Consumer,Technology,Machines,7,3233.73,-465.09,0.2
2024-01-19,West,California,Consumer,Office Supplies,Art,2,90.06,7.58,0.0
2024-01-19,South,North Carolina,Corporate,Office Supplies,Paper,7,171.73,25.27,0.0
2024-01-19,West,California,Corporate,Office Supplies,Paper,4,159.62,20.72,0.0
2024-01-20,South,Georgia,Consumer,Office Supplies,Labels,2,62.46,5.17,0.1
2024-01-20,West,Nevada,Consumer,Technology,Machines,6,2783.61,170.59,0.0
2024-01-20,South,Alabama,Corporate,Furniture,Tables,7,1720.49,-408.47,0.1
2024-01-20,South,Alabama,Consumer,Furniture,Chairs,5,924.33,286.0,0.2
2024-01-20,South,North Carolina,Consumer,Office Supplies,Labels,4,115.64,23.22,0.2
2024-01-21,East,New York,Home Office,Office Supplies,Paper,6,228.72,39.16,0.0
2024-01-21,West,Arizona,Home Office,Office Supplies,Art,2,58.32,6.79,0.0
2024-01-21,Central,Texas,Consumer,Technology,Copiers,3,1335.85,174.22,0.1
2024-01-21,South,Georgia,Corporate,Furniture,Furnishings,7,1976.5,314.13,0.2
2024-01-22,Central,Illinois,Consumer,Office Supplies,Paper,2,77.68,16.65,0.1
2024-01-22,East,Virginia,Consumer,Technology,Accessories,2,645.32,67.08,0.2
2024-01-23,West,California,Consumer,Technology,Copiers,6,2315.02,388.35,0.2
2024-01-23,West,California,Corporate,Furniture,Chairs,1,198.49,48.32,0.0
2024-01-23,Central,Texas,Consumer,Office Supplies,Art,5,137.83,44.66,0.15
2024-01-23,East,New Jersey,Consumer,Technology,Copiers,2,798.09,89.69,0.1
2024-01-23,West,Oregon,Corporate,Furniture,Chairs,4,787.01,127.35,0.3
2024-01-23,East,Virginia,Corporate,Office Supplies,Envelopes,6,243.99,64.99,0.0
2024-01-23,Central,Illinois,Corporate,Technology,Accessories,1,429.94,117.94,0.2
2024-01-24,East,Virginia,Corporate,Furniture,Tables,1,302.36,-64.57,0.1
2024-01-24,East,Virginia,Consumer,Office Supplies,Envelopes,1,26.91,4.97,0.3
2024-01-24,Central,Michigan,Consumer,Furniture,Tables,7,1880.15,-133.68,0.0
2024-01-24,East,New Jersey,Consumer,Office Supplies,Binders,2,59.77,9.25,0.3
2024-01-25,East,Massachusetts,Consumer,Furniture,Chairs,2,636.52,152.05,0.15
2024-01-25,East,Virginia,Corporate,Technology,Copiers,6,1784.91,108.07,0.0
2024-01-26,Central,Michigan,Consumer,Office Supplies,Art,2,68.05,20.77,0.1
2024-01-26,Central,Wisconsin,Home Office,Office Supplies,Labels,7,259.22,33.62,0.3
2024-01-26,East,Virginia,Consumer,Furniture,Bookcases,7,2393.2,-345.34,0.0
2024-01-26,West,Nevada,Consumer,Office Supplies,Binders,4,124.82,25.19,0.0
2024-01-27,South,Alabama,Corporate,Furniture,Furnishings,5,1458.35,345.65,0.1
2024-01-27,West,California,Corporate,Office Supplies,Art,3,144.26,13.84,0.4
2024-01-28,East,New Jersey,Corporate,Office Supplies,Paper,7,248.15,67.05,0.0
2024-01-28,West,California,Corporate,Furniture,Tables,4,735.67,-74.07,0.0
2024-01-28,East,New Jersey,Consumer,Furniture,Chairs,4,1066.91,324.78,0.2
2024-01-29,South,North Carolina,Consumer,Office Supplies,Art,7,192.05,35.59,0.3
2024-01-29,East,Virginia,Corporate,Office Supplies,Storage,3,118.08,27.31,0.2
2024-01-29,East,Massachusetts,Home Office,Office Supplies,Labels,3,133.14,8.87,0.0
2024-01-29,West,California,Consumer,Office Supplies,Storage,4,141.74,30.96,0.0
2024-01-29,West,Arizona,Consumer,Technology,Machines,5,1834.46,-246.23,0.0
2024-01-30,South,Alabama,Consumer,Office Supplies,Art,3,78.03,27.22,0.0
2024-01-30,East,Virginia,Consumer,Technology,Phones,7,2515.32,863.88,0.0
2024-01-30,West,Oregon,Consumer,Office Supplies,Storage,2,93.1,6.05,0.0
2024-01-31,West,Nevada,Home Office,Office Supplies,Envelopes,3,141.43,28.51,0.0
2024-01-31,Central,Texas,Consumer,Technology,Accessories,2,640.65,203.25,0.4
2024-01-31,East,Virginia,Consumer,Furniture,Furnishings,6,1222.97,190.06,0.0
2024-01-31,Central,Ohio,Consumer,Office Supplies,Envelopes,1,40.79,8.85,0.0
2024-01-31,West,Arizona,Consumer,Technology,Machines,2,781.83,-2.69,0.3
2024-01-31,East,New Jersey,Home Office,Technology,Machines,5,2370.09,229.52,0.0
2024-02-01,Central,Texas,Consumer,Furniture,Chairs,4,1295.24,147.14,0.1
2024-02-01,Central,Michigan,Consumer,Office Supplies,Envelopes,6,215.69,47.9,0.0
2024-02-01,East,Massachusetts,Home Office,Office Supplies,Labels,1,32.27,10.03,0.0
2024-02-01,South,North Carolina,Consumer,Office Supplies,Paper,1,26.33,8.54,0.0
2024-02-01,South,Florida,Consumer,Office Supplies,Envelopes,6,214.7,64.97,0.15
2024-02-02,Central,Texas,Consumer,Office Supplies,Envelopes,6,284.13,20.69,0.0
2024-02-02,East,Massachusetts,Corporate,Technology,Copiers,6,1882.02,132.69,0.0
2024-02-03,South,Florida,Consumer,Furniture,Furnishings,3,1041.82,319.07,0.3
2024-02-03,East,New Jersey,Home Office,Technology,Copiers,5,1432.05,137.67,0.0
2024-02-03,West,California,Consumer,Technology,Accessories,6,2748.55,920.35,0.4
2024-02-03,South,Alabama,Consumer,Office Supplies,Supplies,7,323.74,40.71,0.0
2024-02-03,Central,Texas,Home Office,Office Supplies,Storage,1,27.89,2.4,0.1
2024-02-03,Central,Michigan,Consumer,Furniture,Chairs,5,1026.35,335.47,0.0
2024-02-04,East,Pennsylvania,Consumer,Office Supplies,Supplies,2,57.36,10.57,0.0
2024-02-04,East,New York,Consumer,Technology,Copiers,4,1360.4,471.89,0.0
2024-02-04,East,New Jersey,Consumer,Furniture,Chairs,2,584.68,67.44,0.1
2024-02-04,West,Washington,Consumer,Technology,Accessories,4,1259.45,429.7,0.1
2024-02-05,East,Pennsylvania,Home Office,Technology,Accessories,5,2651.75,899.94,0.0
2024-02-05,East,New Jersey,Home Office,Office Supplies,Storage,4,121.42,10.39,0.2
2024-02-05,East,New York,Consumer,Technology,Copiers,2,767.7,206.62,0.0
2024-02-06,Central,Texas,Home Office,Office Supplies,Paper,6,260.07,41.76,0.4
2024-02-06,South,Tennessee,Consumer,Furniture,Tables,7,1341.39,-184.04,0.1
2024-02-06,West,California,Home Office,Office Supplies,Art,3,102.35,9.12,0.0
2024-02-06,West,California,Consumer,Office Supplies,Supplies,6,214.41,55.55,0.4
2024-02-07,Central,Wisconsin,Consumer,Furniture,Chairs,5,1685.24,194.37,0.1
2024-02-07,West,Arizona,Corporate,Office Supplies,Labels,4,107.03,23.12,0.1
2024-02-07,South,North Carolina,Home Office,Office Supplies,Envelopes,3,110.49,30.64,0.0
2024-02-08,East,Massachusetts,Home Office,Office Supplies,Paper,7,196.05,65.39,0.4
2024-02-08,South,Florida,Consumer,Office Supplies,Art,1,48.88,2.82,0.2
2024-02-08,South,Florida,Consumer,Furniture,Chairs,5,903.54,60.82,0.0
2024-02-09,Central,Illinois,Consumer,Office Supplies,Supplies,1,38.41,13.18,0.0
2024-02-09,East,Pennsylvania,Corporate,Office Supplies,Art,1,42.15,5.67,0.0
2024-02-09,Central,Michigan,Consumer,Office Supplies,Envelopes,7,180.94,24.36,0.1
2024-02-09,West,Nevada,Consumer,Office Supplies,Paper,6,164.73,31.01,0.0
2024-02-09,Central,Ohio,Consumer,Furniture,Tables,2,566.86,-81.26,0.15
2024-02-09,East,Virginia,Consumer,Technology,Copiers,4,1155.1,94.73,0.0
2024-02-09,Central,Texas,Consumer,Furniture,Tables,7,2230.35,-238.19,0.0
2024-02-10,Central,Michigan,Consumer,Technology,Copiers,1,441.83,109.08,0.0
2024-02-10,East,Pennsylvania,Consumer,Furniture,Tables,1,332.99,-55.68,0.0
2024-02-10,South,Tennessee,Corporate,Office Supplies,Labels,2,87.61,27.11,0.1
2024-02-10,West,Arizona,Home Office,Office Supplies,Labels,5,193.14,42.03,0.0
2024-02-10,East,Pennsylvania,Consumer,Technology,Machines,4,1876.7,87.66,0.3
2024-02-10,West,Arizona,Corporate,Office Supplies,Paper,4,158.22,16.84,0.3
2024-02-11,West,Washington,Consumer,Technology,Accessories,1,339.16,66.05,0.0
2024-02-11,Central,Wisconsin,Consumer,Furniture,Bookcases,4,877.1,37.44,0.2
2024-02-11,West,Oregon,Consumer,Office Supplies,Labels,2,62.36,19.42,0.0
2024-02-11,South,Tennessee,Consumer,Office Supplies,Art,5,229.07,12.05,0.15
2024-02-11,West,Arizona,Consumer,Technology,Machines,4,1940.74,-28.03,0.1
2024-02-11,West,Washington,Corporate,Office Supplies,Storage,1,46.45,14.33,0.0
2024-02-11,Central,Texas,Corporate,Furniture,Tables,7,2200.47,-265.11,0.0
2024-02-11,Central,Illinois,Corporate,Office Supplies,Labels,3,81.66,15.03,0.0
2024-02-12,East,Massachusetts,Consumer,Technology,Phones,6,1852.06,260.58,0.2
2024-02-12,West,Arizona,Corporate,Technology,Machines,6,2177.17,34.74,0.4
2024-02-12,South,Georgia,Home Office,Furniture,Bookcases,5,924.83,-174.14,0.0
2024-02-13,West,Oregon,Consumer,Office Supplies,Supplies,7,320.92,79.89,0.0
2024-02-13,Central,Illinois,Home Office,Furniture,Bookcases,4,1138.64,-4.1,0.0
2024-02-13,East,New Jersey,Consumer,Office Supplies,Binders,2,97.48,24.74,0.4
2024-02-13,South,Georgia,Consumer,Furniture,Tables,6,1566.47,-382.4,0.1
2024-02-13,West,Nevada,Consumer,Furniture,Chairs,2,364.65,126.43,0.0
2024-02-14,Central,Michigan,Home Office,Furniture,Bookcases,6,1400.09,-296.97,0.0
2024-02-15,South,North Carolina,Home Office,Office Supplies,Envelopes,3,115.87,38.26,0.0
2024-02-15,West,Oregon,Consumer,Office Supplies,Envelopes,4,145.23,40.2,0.0
2024-02-15,East,Virginia,Corporate,Furniture,Furnishings,5,1496.05,237.65,0.0
2024-02-15,South,Tennessee,Consumer,Technology,Phones,7,2240.53,249.51,0.15
2024-02-16,West,California,Corporate,Furniture,Chairs,3,539.8,93.11,0.1
2024-02-16,Central,Illinois,Consumer,Office Supplies,Labels,7,172.77,50.98,0.0
2024-02-16,East,Massachusetts,Consumer,Technology,Accessories,5,1702.62,332.2,0.3
2024-02-16,Central,Texas,Corporate,Office Supplies,Paper,3,107.5,11.4,0.2
2024-02-16,South,North Carolina,Consumer,Office Supplies,Paper,4,115.59,31.92,0.15
2024-02-16,East,Virginia,Consumer,Furniture,Tables,4,765.74,-40.57,0.0
2024-02-17,Central,Michigan,Consumer,Furniture,Bookcases,4,1220.94,9.66,0.0
2024-02-17,East,New York,Home Office,Furniture,Furnishings,6,1408.68,253.5,0.0
2024-02-17,East,New Jersey,Home Office,Office Supplies,Storage,2,77.02,10.91,0.0
2024-02-17,East,Virginia,Corporate,Technology,Phones,1,479.94,66.13,0.0
2024-02-18,East,Pennsylvania,Corporate,Office Supplies,Paper,3,146.94,36.11,0.0
2024-02-18,East,Virginia,Consumer,Office Supplies,Storage,3,141.62,26.43,0.0
2024-02-18,East,Virginia,Consumer,Office Supplies,Envelopes,5,162.96,14.29,0.0
2024-02-18,East,Massachusetts,Corporate,Office Supplies,Labels,1,34.65,9.35,0.2
2024-02-18,Central,Ohio,Corporate,Furniture,Tables,6,1050.82,50.09,0.1
2024-02-18,West,Arizona,Corporate,Furniture,Bookcases,4,873.02,36.78,0.0
2024-02-19,Central,Michigan,Consumer,Office Supplies,Labels,6,276.82,61.76,0.0
2024-02-19,West,Nevada,Consumer,Office Supplies,Supplies,5,147.52,8.12,0.1
2024-02-20,West,Oregon,Home Office,Furniture,Bookcases,2,422.28,17.29,0.0
2024-02-20,East,New Jersey,Corporate,Office Supplies,Envelopes,2,82.19,18.06,0.3
2024-02-20,West,Arizona,Home Office,Office Supplies,Labels,3,142.43,36.06,0.0
2024-02-21,West,Nevada,Consumer,Furniture,Bookcases,5,1565.41,-226.53,0.0
2024-02-22,East,Massachusetts,Corporate,Technology,Machines,4,1252.52,56.61,0.0
2024-02-23,South,Georgia,Corporate,Office Supplies,Labels,4,165.92,28.52,0.0
2024-02-23,East,Virginia,Consumer,Furniture,Furnishings,4,844.33,203.81,0.0
2024-02-24,West,California,Consumer,Technology,Machines,2,810.95,68.43,0.15
2024-02-24,East,New York,Home Office,Office Supplies,Storage,6,245.34,55.01,0.0
2024-02-24,South,Georgia,Home Office,Furniture,Tables,2,382.3,-27.18,0.0
2024-02-24,East,Pennsylvania,Consumer,Technology,Phones,5,2642.85,164.32,0.3
2024-02-24,South,North Carolina,Consumer,Office Supplies,Paper,4,168.11,57.49,0.0
2024-02-24,West,Arizona,Consumer,Office Supplies,Art,7,270.46,41.29,0.0
2024-02-24,East,Pennsylvania,Corporate,Office Supplies,Labels,6,224.24,58.16,0.3
2024-02-24,Central,Wisconsin,Corporate,Technology,Phones,1,375.95,93.39,0.0
2024-02-25,Central,Michigan,Corporate,Technology,Machines,4,1346.93,-82.0,0.4
2024-02-25,Central,Wisconsin,Home Office,Office Supplies,Storage,4,108.25,25.3,0.15
2024-02-25,East,Pennsylvania,Consumer,Technology,Accessories,6,2411.65,360.85,0.0
2024-02-25,West,California,Home Office,Technology,Accessories,1,303.47,29.81,0.15
2024-02-25,Central,Texas,Corporate,Office Supplies,Labels,1,37.91,9.4,0.4
2024-02-25,West,Oregon,Consumer,Furniture,Tables,2,504.9,-118.9,0.2
2024-02-26,Central,Ohio,Corporate,Office Supplies,Art,6,243.88,53.57,0.0
2024-02-26,East,New York,Consumer,Office Supplies,Envelopes,3,146.4,19.01,0.2
2024-02-27,East,New York,Consumer,Furniture,Furnishings,6,1541.72,268.5,0.1
2024-02-27,West,Arizona,Home Office,Furniture,Tables,5,1669.28,-51.86,0.15
2024-02-27,East,Pennsylvania,Corporate,Furniture,Bookcases,3,795.34,-158.11,0.1
2024-02-27,Central,Michigan,Corporate,Office Supplies,Binders,7,259.11,29.6,0.1
2024-02-27,West,Oregon,Home Office,Furniture,Furnishings,6,1469.64,506.82,0.0
2024-02-28,South,Tennessee,Consumer,Furniture,Bookcases,5,1258.66,-39.44,0.4
2024-02-28,West,Washington,Consumer,Office Supplies,Storage,4,100.01,12.48,0.2
2024-02-28,West,Nevada,Consumer,Office Supplies,Supplies,3,78.33,22.14,0.0
2024-02-28,East,Virginia,Corporate,Office Supplies,Art,7,289.93,24.41,0.1
2024-02-29,South,Florida,Corporate,Technology,Phones,1,506.49,36.94,0.0
2024-03-01,West,Nevada,Consumer,Office Supplies,Storage,3,105.08,32.77,0.2
2024-03-01,Central,Michigan,Consumer,Office Supplies,Labels,2,81.43,12.76,0.2
2024-03-01,East,New York,Corporate,Furniture,Tables,1,343.76,-44.27,0.1
2024-03-01,East,New York,Home Office,Office Supplies,Paper,2,49.37,10.95,0.15
2024-03-01,West,Oregon,Consumer,Office Supplies,Envelopes,2,49.47,14.32,0.1
2024-03-02,East,Virginia,Home Office,Furniture,Bookcases,2,531.17,-40.71,0.15
2024-03-02,East,Massachusetts,Home Office,Office Supplies,Supplies,5,226.22,78.41,0.0
2024-03-02,East,Massachusetts,Corporate,Furniture,Furnishings,3,724.56,114.46,0.0
2024-03-02,West,California,Corporate,Furniture,Tables,1,199.95,-27.06,0.1
2024-03-02,Central,Illinois,Home Office,Furniture,Chairs,1,290.79,101.73,0.0
2024-03-02,South,Georgia,Consumer,Office Supplies,Art,5,146.33,39.44,0.0
2024-03-03,South,Alabama,Consumer,Furniture,Bookcases,5,1606.6,-74.83,0.1
2024-03-03,West,Nevada,Consumer,Office Supplies,Binders,6,270.22,42.81,0.2
2024-03-03,Central,Illinois,Corporate,Office Supplies,Envelopes,2,89.17,16.93,0.0
2024-03-03,Central,Wisconsin,Consumer,Office Supplies,Binders,2,88.81,19.41,0.0
2024-03-03,West,Arizona,Consumer,Office Supplies,Envelopes,5,132.06,31.38,0.0
2024-03-03,East,New Jersey,Corporate,Technology,Copiers,6,2574.96,431.97,0.0
2024-03-03,West,California,Consumer,Office Supplies,Paper,1,31.99,10.54,0.0
2024-03-04,West,Oregon,Consumer,Furniture,Bookcases,1,298.39,1.52,0.0
2024-03-04,Central,Illinois,Corporate,Technology,Machines,5,1759.76,-128.85,0.1
2024-03-04,East,New York,Corporate,Office Supplies,Binders,3,120.8,9.96,0.0
2024-03-04,South,North Carolina,Consumer,Office Supplies,Envelopes,4,193.79,59.3,0.0
2024-03-04,Central,Ohio,Consumer,Office Supplies,Storage,4,183.57,10.95,0.2
2024-03-05,East,Massachusetts,Consumer,Office Supplies,Art,6,266.09,34.55,0.0
2024-03-05,West,Nevada,Consumer,Furniture,Bookcases,6,1934.1,-413.0,0.0
2024-03-05,East,New York,Home Office,Office Supplies,Supplies,4,168.77,51.72,0.0
2024-03-06,East,New Jersey,Home Office,Furniture,Bookcases,5,1431.27,24.39,0.3
2024-03-06,West,Washington,Home Office,Office Supplies,Labels,6,187.49,63.81,0.0
2024-03-06,Central,Texas,Home Office,Office Supplies,Storage,1,31.8,2.6,0.15
2024-03-06,Central,Illinois,Corporate,Furniture,Chairs,4,1368.42,266.85,0.0
2024-03-06,West,Arizona,Home Office,Furniture,Tables,5,1289.02,-105.04,0.2
2024-03-07,West,California,Corporate,Technology,Copiers,6,2020.79,706.26,0.0
2024-03-07,West,Arizona,Consumer,Office Supplies,Binders,3,97.41,25.36,0.1
2024-03-07,Central,Michigan,Corporate,Furniture,Tables,5,880.05,-106.66,0.0
2024-03-07,East,New York,Consumer,Office Supplies,Envelopes,4,186.27,14.84,0.0
2024-03-08,East,Virginia,Consumer,Office Supplies,Paper,4,105.94,28.07,0.0
2024-03-08,Central,Ohio,Consumer,Office Supplies,Binders,2,83.54,8.07,0.1
2024-03-08,East,Virginia,Corporate,Technology,Copiers,1,319.88,19.79,0.15
2024-03-08,East,New Jersey,Home Office,Office Supplies,Binders,1,39.3,13.64,0.0
2024-03-08,Central,Ohio,Consumer,Furniture,Furnishings,7,1849.41,258.95,0.0
2024-03-09,East,New York,Consumer,Technology,Accessories,1,450.72,117.14,0.2
2024-03-09,South,Alabama,Corporate,Office Supplies,Paper,4,183.99,25.58,0.4
2024-03-10,West,Nevada,Home Office,Office Supplies,Envelopes,5,244.25,76.72,0.1
2024-03-10,East,Virginia,Corporate,Furniture,Furnishings,2,378.85,105.96,0.0
2024-03-11,Central,Illinois,Corporate,Office Supplies,Envelopes,2,52.61,2.73,0.0
2024-03-11,Central,Texas,Corporate,Office Supplies,Paper,6,253.59,77.56,0.0
2024-03-11,South,Florida,Consumer,Office Supplies,Storage,7,312.49,51.29,0.15
2024-03-12,South,Georgia,Consumer,Technology,Phones,3,1371.79,438.57,0.1
2024-03-12,Central,Michigan,Corporate,Office Supplies,Art,6,291.14,57.89,0.2
2024-03-12,South,Tennessee,Corporate,Office Supplies,Storage,6,181.57,51.47,0.0
2024-03-12,East,New Jersey,Consumer,Office Supplies,Paper,5,151.6,29.83,0.0
2024-03-12,East,Pennsylvania,Home Office,Technology,Machines,5,1618.05,-182.4,0.0
2024-03-12,West,Oregon,Home Office,Technology,Phones,6,2058.56,328.56,0.0
